Price,Location,Size,Bedrooms,Bathrooms,Wardrobes,Cabinets,Balcony,Parking,Quarters
75 000 000 Ksh,"Kasarani, Embakasi @75.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
120 000 000 Ksh,120m Jogooroad,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
28 000 000 Ksh,Nairobi,750Sqm,4.0,2.0,,,Yes,,Yes
41 000 000 Ksh,41M Umoja,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
28 000 000 Ksh,28M Kilimani,20MX30M,4.0,2.0,,,,Yes,Yes
20 000 000 Ksh,20M Pangani,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Ksh,Kahawa:property24.com,20mx30m,4.0,3.0,,,,,
90 000 000 Ksh,Nairobi/Kasarani/Embakasi,/,4.0,3.0,,Yes,,Yes,Yes
35 000 000 Ksh,Imaradaima,/,4.0,1.0,,,,Yes,Yes
18 000 000 Ksh,Muyumbu,/,4.0,1.0,,,,,
85 000 000 Ksh,Nairobi 85M,30/20p,4.0,3.0,,Yes,,Yes,Yes
38 000 000 Ksh,38M Kahawa,/,4.0,3.0,,Yes,,,
31 000 000 Ksh,Pangani,,5.0,3.0,,,Yes,,
53 000 000 Ksh,Nairobi-Kahawa-festus,20x20m,4.0,3.0,,,,,Yes
90 000 000 Ksh,"Kibra, house for sale @90.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,Nairobi Kahawa,/,4.0,3.0,,,,Yes,Yes
30 000 000 Ksh,Muyumbu,/,4.0,2.0,,,,,Yes
15 500 000 Ksh,Nairobi ,16/20C,4.0,3.0,,,,Yes,
35 000 000 Ksh,Kilimani house for sale@35 millions,25/20m,,1.0,,,,Yes,Yes
450 000 000 Ksh,Westlands,30x35 ,6.0,5.0,Yes,,,Yes,Yes
35 000 000 Ksh,35m Kahawa,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
90 000 000 Ksh,"Nairobi, Karen",,4.0,3.0,Yes,Yes,Yes,Yes,
90 000 000 Ksh,"Karen, Nairobi",,4.0,3.0,Yes,Yes,Yes,Yes,
150 000 000 Ksh,"Nairobi,Kahawa",/,4.0,5.0,,Yes,,,
25 000 000 Ksh,kugesera kanzenze@25m,13003Bed,13003,2.0,,,,,
50 000 000 Ksh,Kahawa house @50.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
30 000 000 Ksh,Nairobi--Ngongroad,32mx50m,4.0,2.0,,,,,
62 000 000 Ksh,"www.nairobiland.com,Kahawa @62 millions",25/20m,,1.0,,,,Yes,Yes
75 000 000 Ksh,Karen house for sale@75 millions,/,3.0,3.0,Yes,,,,
45 000 000 Ksh,45M Komarock,30mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
$ 24 000,Kibra,/,7,1.0,Yes,,Yes,Yes,Yes
55 000 000 Ksh,"www.nairobiland.com,Kahawa @55 millions",25/20m,,1.0,,,,Yes,Yes
250 000 000 Ksh,Nairobi,,5.0,,,,Yes,Yes,
80 000 000 Ksh,Kahawa,/,,,,,,,
120 000 000 Ksh,"www.nairobiland.com,Karen @120 millions",25/30m,,1.0,,,,Yes,Yes
100 500 000 000 Ksh,www.nairobilandhouse.com @80 millions,25/30m,,1.0,,,,Yes,Yes
50 000 000 Ksh,Kahawa @50.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
25 000 000 Ksh,Nairobi ,/,,1.0,,,,,Yes
40 000 000 Ksh,40M Kilimani,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
45 000 000 Ksh,Kahawa,520sqm,4.0,3.0,Yes,,,Yes,Yes
150 000 000 Ksh,www.nairobiland.com/ Karen@150 millions.,35/30m,6.0,4.0,,,,Yes,Yes
55 000 000 Ksh,www.nairobilandhouse.com is selling a house at Dagoretti @55millions,30/40m,4.0,3.0,,,,Yes,Yes
Negotiable,"Kasarani, Kinoo sector, Rusheshe Cell",/,,,,,,,
85 000 000 Ksh,Nairobidealer.com,600Sqm,4.0,3.0,,,Yes,,Yes
27 000 000 Ksh,27m Makadara,30mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
47 000 000 Ksh,"www.nairobiland.com,Kahawa @47 millions",25/20m,,1.0,,,,Yes,Yes
53 000 000 Ksh,"Nairobi-Githurai44,festus",20mx20m,4.0,3.0,,,,,Yes
Negotiable,Nairobi CITY,,4.0,3.0,Yes,Yes,Yes,Yes,
34 000 000 Ksh,Kinoo 34M,600sqm,4.0,3.0,,,,,
65 000 000 Ksh,Nairobi Kahawa,25/25m,4.0,3.0,,,,Yes,Yes
100 000 000 Ksh,Nairobi Kasarani,30/30m,4.0,3.0,,,,Yes,Yes
45 000 000 Ksh,Nairobi -Mathare,/,4.0,3.0,,,,,Yes
120 000 000 Ksh,"Nairobi, Kibra",,4.0,3.0,,,Yes,Yes,
80 000 000 Ksh,Karen:property24.com,/,4.0,3.0,,Yes,,,
32 000 000 Ksh,32M Kilimani,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
110 000 000 Ksh,110M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
52 000 000 Ksh,52M Uthiru ,/,4.0,3.0,,Yes,,,
37 000 000 Ksh,Kahawa,"37,000,",,1.0,,,Yes,Yes,Yes
50 000 000 Ksh,50M Kahawa,/,4.0,3.0,,Yes,,,
130 000 000 Ksh,Kilimani house for sale@130 millions,30/25P,6.0,4.0,Yes,,,Yes,Yes
25 000 000 Ksh,25M Dagoretti,25mx20m,4.0,2.0,Yes,Yes,Yes,Yes,Yes
70 000 000 Ksh,"Kasarani, house for sale @75.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
45 000 000 Ksh,45M Komarock,20mx30m,4.0,3.0,,,,,
30 000 000 Ksh,30m Kilimani,20mx30m,4.0,3.0,,,,,
80 000 000 Ksh,Joska house for sale@80 millions,25/30m,5.0,4.0,,,,Yes,Yes
100 000 000 Ksh,"Karen house for sale, 100 millions",25/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,Nairobi Kilimani,25/25m,4.0,3.0,,,,Yes,Yes
70 000 000 Ksh,"Karen, @70.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Ksh,Nairobiwest:property24.com,35mx30m,4.0,3.0,,,,,
85 000 000 Ksh,85M Karen,25m/30m,4.0,3.0,,,,Yes,Yes
230 000 000 Ksh,230M Uthiru,,5.0,4.0,Yes,Yes,Yes,Yes,Yes
62 000 000 Ksh,Nairobi-Kahawa-festus,400Sqm,4.0,3.0,,,,Yes,Yes
60 000 000 Ksh,Ngongroad,,4.0,3.0,,,Yes,,Yes
41 000 000 Ksh,41M Umoja,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
75 000 000 Ksh,Kasarani house for sale@75 millions,30/25m,,1.0,,,,Yes,Yes
60 000 000 Ksh,www.nairobilandhouse.com is selling a house at Kahawa@60millions,25/30m,4.0,3.0,,,,Yes,Yes
52 000 000 Ksh,52M Kilimani,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Ksh,www.nairobiland.com/ Kahawa@60 millions.,25/30m,4.0,3.0,,,,Yes,Yes
45 000 000 Ksh,"Nairobi,Kasarani",/,4.0,3.0,,Yes,,Yes,
45 000 000 Ksh,Nairobi ,/,4.0,3.0,,,,,
160 000 000 Ksh,Westlands@160 millions,20x30 ,4.0,4.0,Yes,,,,Yes
150 000 000 Ksh,150m Karen,/,4.0,3.0,,Yes,,,
61 000 000 Ksh,Kahawa @61.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,"www.nairobilandhouse.com,Kahawa@65 millions",25/30â,4.0,3.0,,,,Yes,Yes
35 000 000 Ksh,35M Muthaiga ,/,4.0,3.0,,Yes,,,
42 000 000 Ksh,42M Umoja,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
25 000 000 Ksh,Kanserege 25M,/,,2.0,,,,,Yes
60 000 000 Ksh,Kahawa @60.000.000 Ksh,25/25m,4.0,3.0,,,,Yes,Yes
57 000 000 Ksh,57m Komarock,/,4.0,3.0,,Yes,,,
85 000 000 Ksh,Kibra 85M,30MX20M,4.0,3.0,,,,Yes,Yes
300 000 000 Ksh,Musanze--Ruhengeri,180mx200m,,,,,,,
25 000 000 Ksh,Nairobi,15mx20m,4.0,3.0,,,,,
53 000 000 Ksh,Kahawa @53.000.000 Ksh,28/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,www.nairobiland.com/ Kilimani@ 65 millions,25/30m,4.0,3.0,,,,Yes,Yes
15 000 000 Ksh,Nairobi,/,3.0,,,,,Yes,
60 000 000 Ksh,60M Gigiri,30mx20m,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Ksh,Komarock@60 millions,25/20P,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,Kasarani house for sale@55 millions,35/30m,,1.0,,,,Yes,Yes
58 000 000 Ksh,Kahawa,/,4.0,3.0,Yes,,,Yes,Yes
120 000 000 Ksh,"Nairobi,Karen",/,5.0,3.0,,Yes,,Yes,
8 000 000 000 Ksh,www.nairobiland.com Ruai @8.000.000.000 Ksh,,3.0,3.0,,,Yes,Yes,
37 000 000 Ksh,Nairobi Kahawa,30/25m,,,,,,,Yes
65 000 000 Ksh,Nairobi,25mx30m,4.0,3.0,,,,Yes,Yes
75 000 000 Ksh,Nairobi CITY,,4.0,3.0,Yes,Yes,Yes,Yes,
47 000 000 Ksh,Nairobi-Kasarani,/,4.0,3.0,,,,,Yes
55 000 000 Ksh,www.nairobiland.com/ Kahawa@55 millions,28/30m,4.0,3.0,,,,Yes,Yes
35 000 000 Ksh,Nairobi ,30mx30m,4.0,3.0,,,,,
45 000 000 Ksh,45M,25mx20m,4.0,2.0,Yes,Yes,Yes,Yes,
60 000 000 Ksh,Kilimani @60.000.000 Ksh,20/30m,4.0,3.0,,,,Yes,Yes
45 000 000 Ksh,Nairobi ,/,4.0,3.0,,,,,
41 000 000 Ksh,41M Umoja,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Ksh,24mx29m at 6millions,24mx29m,,,,,,,
100 000 000 Ksh,"Karen, @100.000.000 Ksh",25/30m,4.0,4.0,,,,Yes,Yes
53 000 000 Ksh,Komarock house for sale@53 millions,30/25m,,1.0,,,,Yes,Yes
65 000 000 Ksh,Kasarani house for sale @65 millions,25/30m,4.0,3.0,Yes,,,Yes,Yes
55 000 000 Ksh,Komarock house for sale@55 millions,20/25m,4.0,3.0,,,,Yes,Yes
70 000 000 Ksh,70M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
100 000 000 Ksh,"Karen, @100.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,Kahawa @55.000.000 Ksh,28/30m,4.0,3.0,,,,Yes,Yes
120 000 000 Ksh,"Kasarani, house for sale @120.000.000 Ksh",35/40m,4.0,3.0,,,,Yes,Yes
47 000 000 Ksh,Kahawa @47.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
130 000 000 Ksh,"Nairobi,Karen",/,5.0,4.0,,Yes,,Yes,
30 000 000 Ksh,30M Ngongroad,/,4.0,3.0,,Yes,,,
160 000 000 Ksh,Karen,/,4.0,4.0,,,Yes,Yes,Yes
45 000 000 Ksh,45M Jogooroad,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
10 000 000 Ksh,Kahawa 10M,30mx20m,3.0,1.0,,,,,Yes
14 000 000 Ksh,14M Dagoretti,/,4.0,3.0,,Yes,,,
35 000 000 Ksh,35M Kilimani,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
160 000 000 Ksh,Westlands 160M,/,5.0,4.0,,,Yes,Yes,
14 000 000 Ksh,Nairobidealer.com,500Sqm,5.0,2.0,,,Yes,,Yes
65 000 000 Ksh,Kilimani @65.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
60 000 000 Ksh,"Kahawa, Nairobi",,4.0,3.0,,,Yes,Yes,
38 000 000 Ksh,38M Kahawa,/,4.0,4.0,,,,,Yes
50 000 000 Ksh,Kahawa @50.000.000 Ksh,28/30m,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,Nairobi 55M,30/20p,4.0,3.0,,Yes,,Yes,Yes
39 000 000 Ksh,Pangani,,4.0,2.0,,,Yes,Yes,Yes
13 000 000 Ksh,13M Dagoretti ULK,,4.0,1.0,Yes,Yes,Yes,Yes,Yes
$200 ,200$,1888 sq,,,,,,,
150 000 000 Ksh,150m Karen,,5.0,4.0,Yes,Yes,Yes,Yes,Yes
85 000 000 Ksh,85M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
65 000 000 Ksh,Nairobi Umoja,20/25m,4.0,3.0,,,,Yes,Yes
160 000 000 Ksh,Nairobi CITY,,5.0,4.0,Yes,Yes,Yes,Yes,
100 000 000 Ksh,100M Karen,/,4.0,3.0,,Yes,,,
100 000 000 Ksh,Umoja,806Sqm,4.0,2.0,,,,Yes,Yes
350 000 Ksh,350K Karen,/,3.0,3.0,,Yes,,,
70 000 000 Ksh,70M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
70 000 000 Ksh,Uthiru 70M,600sqm,4.0,3.0,,,,,
62 000 000 Ksh,"www.nairobiland.com,Kahawa @62 millions",25/20m,,1.0,,,,Yes,Yes
8 000 000 Ksh,8m Kahawa,/,4.0,3.0,,Yes,,,
55 000 000 Ksh,55M Kahawa,/,4.0,3.0,,Yes,,,
45 000 000 Ksh,45M Nairobiwest,40mx30m,4.0,2.0,,,,,
60 000 000 Ksh,Nairobi 60M,30/20F,5.0,3.0,,,,Yes,Yes
32 000 000 Ksh,32M Kahawa,25mx30m,4.0,2.0,Yes,Yes,Yes,Yes,Yes
65 000 000 Ksh,Kahawa house for sale@65 millions,25/20m,4.0,3.0,,,,Yes,Yes
38 000 000 Ksh,38M Ngongroad,/,4.0,3.0,,Yes,,,
72 000 000 Ksh,Kibra 72m,30/20p,4.0,3.0,,Yes,,Yes,Yes
21 000 000 Ksh,21M Dagoretti,400SQM,3.0,1.0,,,,,Yes
35 000 000 Ksh,35m Kahawa,/,4.0,3.0,,Yes,,,
50 000 000 Ksh,50M Umoja,20m/25m,4.0,3.0,,,,Yes,Yes
35 000 000 Ksh,Mathare 35M,/,4.0,3.0,,Yes,,,
50 000 000 Ksh,"Nairobi, Kasarani",/,4.0,3.0,,,,Yes,Yes
70 000 000 Ksh,70M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
25 000 000 Ksh,25M Dagoretti ECOLE BELGE,/,3.0,1.0,,Yes,,,
70 000 000 Ksh,"Kasarani, house for sale @70.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
60 000 000 Ksh,"Nairobi,Ruai",/,4.0,2.0,,Yes,,Yes,
47 000 000 Ksh,Nairobi Kahawa,25/30m,4.0,3.0,,,,Yes,Yes
110 000 000 Ksh,Nairobi,/,4.0,3.0,,,,Yes,Yes
8 500 000 Ksh,Pangani,20/,,,,,,,
70 000 000 Ksh,Kilimani @70.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
35 000 000 Ksh,Nairobi-Ngongroad-muyumbu house for sale@35 millions,25/30m,4.0,2.0,,,,Yes,Yes
65 000 000 Ksh,Nairobi-Kahawa,20m/20m,4.0,3.0,Yes,,,Yes,Yes
85 000 000 Ksh,Nairobi-Ruai,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
26 000 000 Ksh,26M Kahawa ,/,4.0,2.0,,,,,
45 000 000 Ksh,45M Komarock,20mx30m,4.0,3.0,,,,,
200 000 000 Ksh,200M Jogooroad,20mx30m,8,6.0,,,,,
65 000 000 Ksh,"Nairobi, Kilimani",/,4.0,3.0,,Yes,,,
55 000 000 Ksh,55M Kabeteba,25mx20m,4.0,2.0,,,,,Yes
80 000 000 Ksh,Nairobi 80M,/,4.0,3.0,,Yes,,,
100 000 000 Ksh,Karen house for sale@100.000.000 Ksh,25/30L,4.0,4.0,,,,Yes,Yes
100 000 000 Ksh,Karen house for sale@100 millions,/,4.0,3.0,,,,,
250 000 000 Ksh,Nairobi,/,5.0,5.0,,,,Yes,
55 000 000 Ksh,55M Kilimani,30mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
55 000 000 Ksh,55M Kinoo,30mx30m,5.0,3.0,Yes,Yes,Yes,Yes,
85 000 000 Ksh,Nairobi Karen,25/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Ksh,85M Langata,25m/20m,5.0,4.0,,,,Yes,Yes
45 000 000 Ksh,45M Nairobiwest,20mx30m,4.0,3.0,,,,,
120 000 000 Ksh,Kawangware house for sale@120 millions,30/20m,4.0,3.0,Yes,,,Yes,Yes
40 000 000 Ksh,40M Gihogwe at Akagera motor,,4.0,2.0,Yes,,Yes,Yes,Yes
300 000 000 Ksh,Nairobi Kibra,25/30m,4.0,3.0,,,,Yes,Yes
10 000 000 Ksh,Kahawa 10M,30mx20m,3.0,1.0,,,,,Yes
45 000 000 Ksh,45M Kahawa,20mx30m,4.0,3.0,,,,,
55 000 000 Ksh,"www.nairobiland.com,Dagoretti @55 millions",30/25m,,1.0,,,,Yes,Yes
50 000 000 Ksh,50m Kilimani,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
120 000 000 Ksh,Karen:property24.com,20mx25m,5.0,4.0,,,,,
55 000 000 Ksh,Umoja house for sale@55 millions,25/20m,4.0,3.0,,,,Yes,Yes
35 000 000 Ksh,35m Jogooroad,/,4.0,2.0,,Yes,,,
48 000 000 Ksh,Nairobi Dagoretti,26/40 ,,1.0,,,,,
38 000 000 Ksh,38M Dagoretti,,3.0,2.0,Yes,Yes,Yes,Yes,
90 000 000 Ksh,Kahawa,/,4.0,,,,,,
90 000 000 Ksh,90M BIBARE-Kilimani,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
30 000 000 Ksh,30m Umoja,20mx30m,4.0,3.0,,,,,Yes
45 000 000 Ksh,45M Jogooroad,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Ksh,Ngongroad:property24.com,25mx30m,4.0,3.0,,,,,
160 000 000 Ksh,"Kibra, house for sale @160.000.000 Ksh",35/30m,4.0,3.0,,,,Yes,Yes
100 000 000 Ksh,Nairobi Kasarani,25/30m,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,Kahawa Nairobi,/,5.0,3.0,,,,Yes,Yes
100 000 000 Ksh,Nairobi Kenya,25mx30m,5.0,4.0,,,,,Yes
65 000 000 Ksh,Nairobi 65M,/,5.0,3.0,,Yes,,,
300 000 000 Ksh,Nairobi/Hurlingham,/,,1.0,,,,,
35 000 000 Ksh,35M Kinoo,/,4.0,3.0,,Yes,,,
70 000 000 Ksh,"Kasarani, house for sale @70.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
38 000 000 Ksh,Nairobi Kilimani,20/25m,,1.0,,,,,Yes
200 000 000 Ksh,Westlands,/,4.0,4.0,Yes,,Yes,Yes,Yes
25 000 000 Ksh,25M autobatir plot,25mx30m,,,,,,,
17 000 000 Ksh,17M Dagoretti,/,4.0,3.0,,Yes,,,
150 000 000 Ksh,"Nairobi,Kilimani",/,4.0,4.0,,Yes,,Yes,
70 000 000 Ksh,"Kahawa house for sale@70,000,000 Ksh",28/30m,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,55M Kahawa,/,4.0,3.0,,Yes,,,
38 000 000 Ksh,Komarock house for sale:38 millions,25/20m,4.0,3.0,,,,Yes,Yes
85 000 000 Ksh,85M Kibra,20mx30m,4.0,3.0,,,,,Yes
95 000 000 Ksh,www.nairobiland.com/ Kasarani@95 millions,25/35m,4.0,1.0,,,,Yes,Yes
150 000 000 Ksh,Karen house for sale@150 millions,20/25P,5.0,4.0,Yes,,,Yes,Yes
47 000 000 Ksh,Dagoretti:property24.com,30mx25m,4.0,2.0,,,,,
90 000 000 Ksh,90M Kasarani,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
75 000 000 Ksh,www.nairobiland.com/ Kasarani@75 millions,25/35m,4.0,1.0,,,,Yes,Yes
37 000 000 Ksh,37M Ruai NEAR madaraka,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
48 000 000 Ksh,48M Karen,20mx30m,4.0,3.0,,,,,
130 000 000 Ksh,www.nairobiland.com/ Karen@ 130 millions,20/25m,5.0,4.0,,,,Yes,Yes
17 000 000 Ksh,Kahawa-busanza property24.com,30mx70m,3.0,,,,,,
100 000 000 Ksh,Nairobi-Kasarani-Gigiri,30mx30m,4.0,3.0,,,,Yes,Yes
75 000 000 Ksh,Kahawa @75.000.000 Ksh,40/30m,5.0,4.0,,,,Yes,Yes
100 000 000 Ksh,Nairobi-Karen house for sale@100 millions:www.nairobiland.com,25/30m,4.0,3.0,,,,Yes,Yes
17 000 000 Ksh,Kinoo,209sqm,3.0,1.0,,,,Yes,Yes
35 000 000 Ksh,Nairobi ,20m/30m,4.0,2.0,,,,,
55 000 000 Ksh,Karen 55M,20/25P,5.0,4.0,,,,,
75 000 000 Ksh,Ruai house for sale@75 millions,25/20m,4.0,3.0,,,,Yes,Yes
40 000 000 Ksh,40M Kilimani,/,4.0,3.0,,Yes,,,
400 000 000 Ksh,Nairobi,/,4.0,3.0,,Yes,,,
650 000 000 Ksh,65M Karen,20mx30m,4.0,3.0,,,,,
35 000 000 Ksh,35m Kahawa,/,4.0,3.0,,Yes,,,
$60 ,Free Trade Zone-Masoro,6.0/,,,,,,Yes,
49 000 000 Ksh,49M Kahawa,/,4.0,3.0,,Yes,,,
155 000 000 Ksh,"Karen, Nairobi",,5.0,4.0,Yes,Yes,Yes,Yes,
90 000 000 Ksh,Nairobidealer.com,600Sqm,4.0,3.0,,,Yes,,Yes
30 000 000 Ksh,"nairobiland.com,nyagatare@30 millions",30/40m,5.0,3.0,,,,Yes,Yes
55 000 000 Ksh,Nairobi-Kahawa@festus,400sqm,4.0,3.0,,,,,Yes
230 000 000 Ksh,Nairobi CITY,,5.0,5.0,Yes,Yes,Yes,Yes,
25 000 000 Ksh,Nairobi ,/,,1.0,,,,,Yes
50 000 000 Ksh,Nairobi-Kasarani,,3.0,2.0,,,Yes,Yes,Yes
95 000 000 Ksh,Karen,/,4.0,3.0,,,,Yes,Yes
320 000 000 Ksh,"Westlands, Nairobi",,5.0,4.0,Yes,Yes,Yes,Yes,Yes
25 000 000 Ksh,25m Jogooroad,20mx30m,4.0,3.0,,,,Yes,Yes
$ 290 000 000,Donholm NEAR Upperhill,1920SQM,5.0,4.0,,,,Yes,
175 000 000 Ksh,Westlands 175M,/,5.0,4.0,,,Yes,Yes,
70 000 000 Ksh,Kasarani:property24.com,20mx32m,4.0,1.0,,,,Yes,Yes
140 000 000 Ksh,"Karen, @140.000.000 Ksh",35/40m,4.0,3.0,,,,Yes,Yes
45 000 000 Ksh,www.Nairobidealer.com,30/25p,4.0,3.0,,,,,
80 000 000 Ksh,Kahawa @80.000.000 Ksh,40/60m,5.0,5.0,,,,Yes,Yes
34 000 000 Ksh,Pangani,,5.0,3.0,,,Yes,,
55 000 000 Ksh,Komarock house for sale@55 millions,30/20P,4.0,3.0,Yes,,,Yes,Yes
80 000 000 Ksh,Nairobi Kilimani bibare,25/30m,4.0,3.0,,,,Yes,Yes
45 000 000 Ksh,45M Komarock,20mx30m,4.0,3.0,,,,,
45 000 000 Ksh,Kilimani @40.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
140 000 000 Ksh,Karen@140 millions/www.nairobiland.com,25/30m,4.0,3.0,,,,Yes,Yes
40 000 000 Ksh,Nairobi Komarock,25/20m,4.0,2.0,,,,Yes,Yes
30 000 000 Ksh,30M Jogooroad,/,4.0,3.0,,Yes,,,
80 000 000 Ksh,Dandora 80,944sqm,4.0,3.0,,,,,
43 000 000 Ksh,www.Nairobidealer.com,30/20 ,4.0,3.0,,,,,
55 000 000 Ksh,Nairobi Dagoretti,750Sqm,3.0,2.0,,,Yes,,Yes
47 000 000 Ksh,47M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Ksh,"Nairobi,Kilimani",/,4.0,3.0,,Yes,,Yes,
150 000 000 Ksh,150M Kilimani,20MX30M,5.0,4.0,,,,Yes,Yes
40 000 000 Ksh,40M Kilimani,/,4.0,3.0,,Yes,,,
45 000 000 Ksh,Imaradaima HOUSE FOR SALE @45 MILLIONS,20/30m,4.0,2.0,,,,Yes,Yes
130 000 000 Ksh,Karen:property24.com,20mx30m,5.0,4.0,,,,,
100 000 000 Ksh,www.nairobiland.com house for sale in Karen at@100millions,25/30m,4.0,4.0,,,,Yes,Yes
30 000 000 Ksh,30M Kinoo,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
44 000 000 Ksh,"Nairobi,Kasarani",/,5.0,1.0,,,,Yes,
24 000 000 Ksh,24m Jogooroad,25mx30m,4.0,3.0,,,,,
75 000 000 Ksh,Nairobi@festus,30mx30m,4.0,3.0,,,,,
32 000 000 Ksh,32M Kahawa,/,4.0,3.0,,Yes,,,
50 000 000 Ksh,Kahawa house @50.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
45 000 000 Ksh,Kilimani:property24.com,15mx30m,4.0,2.0,,,,,
300 000 000 Ksh,Kawangware:property24.com,/,8,8,,,,Yes,
650 000 000 Ksh,Nairobi-Kasarani,,4.0,3.0,,,Yes,Yes,Yes
130 000 000 Ksh,"Nairobi, Kilimani",,,,Yes,Yes,Yes,Yes,Yes
30 000 000 Ksh,30M Dagoretti,,3.0,3.0,Yes,Yes,Yes,Yes,Yes
42 000 000 Ksh,Ngongroad:property24.com,30mx30m,4.0,2.0,,,,,
35 000 000 Ksh,Makadara,/,5.0,1.0,,,,Yes,
80 000 000 Ksh,Nairobi,/,4.0,4.0,,,Yes,,Yes
25 000 000 Ksh,25m Kasarani,/,4.0,3.0,,Yes,,,
55 000 000 Ksh,Kinoo house for sale@55 millions,20/25m,,1.0,,,,Yes,Yes
25 000 000 Ksh,25m Jogooroad,30mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
45 000 000 Ksh,Joska 45millions,/,4.0,3.0,,Yes,,,
95 000 000 Ksh,Nairobi-Kasarani,500Sqm,5.0,4.0,Yes,,,Yes,Yes
350 000 000 Ksh,Ngumo,3338sqm,5.0,2.0,,Yes,,Yes,
49 000 000 Ksh,Kahawa,/,4.0,3.0,,,,Yes,
65 000 000 Ksh,65M Karen,20mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
48 000 000 Ksh,www.nairobilandhouse.com is selling a house at Kahawa@48.000.000Ksh,20/30m,4.0,3.0,,,,Yes,Yes
27 000 000 Ksh,27M Kahawa,25mx20m,3.0,2.0,Yes,Yes,Yes,Yes,
130 000 000 Ksh,Kilimani:property24.com,30mx30m,5.0,4.0,,,,,
58 000 000 Ksh,Nairobi Kahawa,25/30m,4.0,3.0,,,,Yes,Yes
53 000 000 Ksh,"Kahawa, Nairobi",,4.0,3.0,Yes,Yes,Yes,Yes,
37 000 000 Ksh,37m gihogwe,30mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
52 000 000 Ksh,Komarock NEAR MODERN MARKET,1080 SQ,3.0,2.0,,,,Yes,
300 000 000 Ksh,Kahawa 3millions,20/18m,3.0,,,,,,Yes
60 000 000 Ksh,Kahawa;60.000.000Ksh,30/30m,4.0,3.0,,,,Yes,Yes
45 000 000 Ksh,"www.nairobiland.com,Kahawa@45 millions",25/30m,,1.0,,,,Yes,Yes
180 000 000 Ksh,Karen house for sale@180 millions,25/30m,5.0,4.0,Yes,,,Yes,Yes
90 000 000 Ksh,Nairobidealer.com,600Sqm,4.0,3.0,,,Yes,,Yes
